Dynasty,Author,Title,Content,lable
Tang,萼岭书生,示边洞元①,邂逅相逢萼岭边，对倾浮蚁共谈玄。拟将剑法亲传授，却为迷人未有缘。,2
Qing,王戬,邢州咏怀次少陵自京赴奉先韵,我生天壤间，赋性苦迂拙。清时慕王贡，讵敢说稷契。一编抱膝吟，辄拟向空阔。倦起出户牖，寓目江天豁。速化讵无术，妄念颇执热。窃谓科名中，亦可奋伟烈。每望通籍者，如星欲附月。棘闱一逐队，誓与性命诀。蹉跎竟无成，资身百凡缺。彼苍何荼毒，更尔衣食夺。老亲丘壑志，胡为遭斗穴。祸机发强弩，凶波翻溟渤。相依颂系来，难辞公卿谒。恶名幸逃免，奔走双骭没。五载一敝裘，脱落类旄节。厚颜对时辈，戒门或被绝。驱车身万里，饮泣肠寸裂。因归蓬荜内，息影咏明发。华发映青袍，长年共愁结。篮舆病可御，仙潜指嵽嵲。倾耳谷鸟幽，徐步石径滑。菽水尽欢欣，歌声殷击戛。北窗隔戎马，恍游怀与葛。木叶落洞庭，寒风吹裋褐。饥驱不暇懒，岁暮且复出。箧间世务书，欲上苍龙阙。举家挥泪送，尚冀涸辙活。割爱就畏途，所遇无故物。烟尘汝阳道，有情皆懔栗。村落春不生，鬼瞷悬罄室。夜眠进新炊，蔬齑杂死质。十日抱杞忧，中原怕萧瑟。万人饱草木，安望千头橘。汉廷免租诏，霈泽到白骨。劝籴并发粟，新恩口争述。除夕渡大河，气象回异辙。试临广武望，巨灵蹠突兀。太行亘长云，华彝无断折。淇澳森呼汹，漳流搅勃窣。停骖问邢州，代马翻恋越。邑宰有行役，泥涂耻谁雪。公子蒙招邀，慰我思若渴。自古患难交，圣贤贵有卒。未知主人意，背客潜悲咽。整衣盼京洛，未往心屡折。待诏满金门，兹行戒仓卒。崇高卵易压，羁旅檀可伐。思倚数钜公，清言霏玉屑。欲嫁惜娉婷，不见厕养卒。南国愧妇女，芣苡闲采掇。,6
Song,方信孺,题学宫壁,淮水原同泗水流，东家便是孔家丘。千年源委诗书泽，一日风雷变化秋。劫火不能移突兀，子衿正合勉藏修。相魁自昔称吴蔡，衣钵相传未肯休。,3
Qing,王士祯,题聊斋志异,姑妄言之姑听之，豆棚瓜架雨如丝。料因厌作人间语，爱听秋坟鬼唱时。,6
Song,丘浚,其三,阶上腥臊堆蚬子，口中浓血吐槟榔。,3
Qing,方殿元,征怨,怯把金钱卜，春残不道归。昨宵看月晕，枨触几重围。,6
WeiJin,僧支遁,其二,端坐邻孤影，眇罔玄思劬。偃蹇收神辔，领略综名书。涉老咍双玄，披庄玩太初。咏发清风集，触思皆恬愉。俯欣质文蔚，仰悲二匠徂。萧萧柱下迥，寂寂蒙邑虚。廓矣千载事，消液归空无。无矣复何伤，万殊归一涂。道会贵冥想，罔象掇玄珠。怅怏浊水际，几忘映清渠。反鉴归澄漠，容与含道符。心与理理密，形与物物疏。萧索人事去，独与神明居。,0
Song,万俟绍之,婢态,才入园中便折花，厨头坐语是生涯。不时掐数周年限，每事誇称旧主家。迁怒故将瓯碗掷，效矉刚借粉脂搽。隔屏窃听宾朋语，汲汲讹传又妄加。,3
Yuan,吴当,赠梁道者,江东梁道者，自少学神仙。袖有烧丹术，囊无买酒钱。看云眠白日，对月礼青天。为问蓬莱水，何时似昔年。,4
Ming,方登,偶成,昼长山更寂，无客到柴扉。诗成一叶落，酒醒孤云飞。推窗竹子瘦，把钓鱼儿肥。参透穷通理，谁言吾道非。,5
Yuan,僧至仁,送兴祖庭游会稽,故人别我向何处，岁晏扁舟泛若邪。万壑千岩风雪后，杖藜随处看梅花。,4
Tang,王泠然,汴堤柳（一本作题河边枯柳）,隋家天子忆扬州，厌坐深宫傍海游。穿地凿山开御路，鸣笳叠鼓泛清流。流从巩北分河口，直到淮南种官柳。功成力尽人旋亡，代谢年移树空有。当时䌽女侍君王，绣帐旌门对柳行。青叶交垂连幔色，白花飞度染衣香。今日摧残何用道，数里曾无一枝好。驿骑征帆损更多，山精野魅藏应老。凉风八月露为霜，日夜孤舟入帝乡。河畔时时闻木落，客中无不泪沾裳。,2
Qing,于式枚,其六,旧曲淋铃乐府传，仓琅驿骑望秦川。江花江草愁无极，秋雨秋风梦悄然。青琐华年怀鄠杜，白头遗事说开天。红楼珠箔遥相忆，摧断青春蜀国弦。,6
Qing,王誉昌,舟泊武林城外因忆新安会稽之胜赋呈确庵夫子志别,四月河桥绿酎浓，篷窗歌咏自从容。人间草木馀春梦，劫后湖山又晚钟。学溯考亭开雾障，书探禹穴破云封。重期此后追随处，知在烟萝第几峰？,6
Yuan,卞思义,悯忠阁,登临独上最高层，东北阑干不敢凭。云近蓬莱连复道，天低星斗挂觚棱。悯忠曾葬征辽骨，破暗空存供佛灯。欲浣京尘振衣袂，冷风萧瑟洒炎蒸。,4
Yuan,甘泳,书生,踉蹡趣讲席，读诵斗高声。我亦曾如此，而今白发生。,4
Qing,孔韫辉,桃源忆故人 题瓶中桃花遗画,图中春色浓如许。春只银毫能驻。写出嫩红娇吐。画史乘鸾去。断丝预谶诗人悟。引得泪痕无数。新燕窗前如诉。似说天台路。,6
Yuan,无名氏,浮梁民谣,桃李阴阴六万家，下居民不识官衙。甘棠喜有千年政，美玉终无一点瑕。,4
Yuan,沈右,次留笠泽别业诗,步屧春风里，翛然忘世情。閒门无客到，载酒泛江行。雨过山如染，潮回水自生。鸥沙割千顷，梦不到承明。,4
Tang,邢宇,握槊赋,夫何一枰之内兮。而取之多端。六艺之外兮。其为功乎实难。张四维则地理攸载。背两目则天文可观。不可饰于丹漆。宁假贵于琅玕。物以偫分。故元黄而不杂。斗必遇敌。惟蚌鹬其何欢。彼千变之奚准。任双头之所安。遂使象牙在手。骏骨登盘。为无窍之须凿。故非龟而见钻。且其广凡几分。数不过六。参差宛转。循环反覆。不能者败而成患。故能者养之取福。则犄角相持。首尾俱蹙。形同楚汉。气陵贲育。收七纵之奇功。在一掷于馀掬。或抚䏶而惊盼。或耸身而助速。似临敌之旗鼓。同在师之耳目。率成是而败非。类吉凶之倚伏。多回君子之虑。以实小人之腹。尔乃启行前指。要然自能。经彼策之无算。谓我谋之足徵。岂知夫否终则倾。道非假易。持不竞之微力。乘骤胜之遗累。闭六关而不通。因一子而为质。乃欲速而贾害。翻后时而获利。无以凭陵而憔悴。无以往蹇而自弃。实反掌而变生。亦随手而时异。至若幽人欲寡。智士谋深。不荡其志。以平其心。非独巧于往。遂移情于今。是知行必有恒。事思不久。亹亹经略。循循善诱。或欲退而径前。或谋疾而居后。虽有敌而必应。固无险而不走。或用壮而可攻。或示羸而难扣。不幸灾以矜伐。每终吉而何咎。虽小道而可观。彼多诈而焉有。其故柔非及懦。勇必兼断。聚或一旅。分为数段。始雾委而云集。忽风解以冰泮。皆应物以卷舒。亦从宜而合散。虽触类而则长。维吾道之攸贯。足明夫正而不谲。取又非贪。全同坐隐。斯为手谈。必由理胜。岂非言甘。虽小失其奚爽。亦大来而莫惭。然则终多丧志。吁嗟士兮不耽。,2
Tang,敦煌人作品,其二十 分流泉咏,地涌澄泉美，环城本自奇。一源分异派，两道入汤池。波上青蘋合，洲前翠柳垂。况逢佳景处，从此遂忘疲。,2
Yuan,王玠,百字令 释宗,真宗顿悟，理幽微、了了无言可说。旷劫至今全体具，湛寂元无生灭。拂尘拈花，穿衣吃饭，觌面分明泄。头头皆是，何须特地差别。为言向上家风，纤锋快利，透石刚如铁。三界圆通无所住，随处应机明彻。芥纳须弥，珠含罔象，朗耀悬秋月。寸丝不挂，即同诸佛齐列。,4
Yuan,何中,晓晴,一雨生春色，千山起晓晴。落花萦树转，幽鸟过林鸣。杳杳天如古，茫茫世有兵。开扉小倚杖，沙上草初生。,4
Qing,王嵩高,玉阶怨,班姬辞辇后，纨扇雪霜侵。妾貌那堪惜，君恩良自深。广庭萋绿草，华殿起秋阴。犹胜长门者，空输买赋金。,6
Ming,叶士卿,厓山吊古,海门斜抱大江流，千古乾坤寄一丘。不有真人开日月，谁令遗庙祀春秋。苔封玉籀残僧护，藓蚀金鱼堕泪收。无限英魂招不得，年年空听杜鹃愁。,5
Ming,孔公恂,陪驾幸太学释奠赐宴,圣主崇儒幸辟雍，銮舆晓出大明宫。千官侍从桥门下，三氏趋陪殿陛中。宴赐黄封人尽醉，衣颁文绮宠偏隆。吾家世世承殊渥，祖泽君恩讵有穷。,5
Yuan,吴讷,克复昱岭关寄郑子美待制,鼓角声雄队伍齐，扬兵晓战昱关西。黄金匣动双龙出，赤羽旗开万马嘶。露布不烦诸将草，诗篇还为故人题。沙溪春酒甜如蜜，醉卧花阴听鸟啼。,4
NanBei,张融,箫史曲,引响犹天外，吟声似地中。戴胜噪落景，龙喷清霄风。,1
Song,丘崇,浮远堂 其二,已作垂垂雨，相为澹澹阴。吾徒一笑粲，造物用功深。跬步西山胜，终年梁甫吟。年来赏心处，徒得与君临。,3
Ming,永瑛,中峰亭宴坐,时来秋壁下，趺坐有蒲团。鹿过花遗窦，猿归月绕阑。嗒焉真丧我，隐矣不逢官。入夜风吹鬓，高梧落影寒。,5
WeiJin,伏系之,雪赋,结阴凝雪，皎如帔素。,0
Tang,王勔,晦日宴高氏林亭同用华字,上序披林馆，中京视物华。竹窗低露叶，梅径起风花。景落春台雾，池侵旧渚沙。绮筵歌吹晚，暮雨泛香车。,2
Ming,王阜,题王彦恭山水图,绿水通彭蠡，青山近陆浑。天机吴道子，意趣李将军。野寺依禅寂，岩扉隔市氛。竹摇三径月，柳蘸一溪云。万顷鲸波净，千峰鸟道分。书声度深竹，帘影捲香芸。洗砚鱼初跃，横琴鹤不群。何人访高隐，拂石昼迎薰。,5
Ming,王文启,松雪轩为海昌尤帅赋,元戎高致爱林丘，背郭临江卜筑幽。青松绕屋作人立，白云满山如水流。漫有琴尊来好客，可无简策伴清秋。居官何似居閒好，我亦诛茅碧海头。,5
Yuan,不花帖木儿,绝句,玉楼珠箔晚天凉，秋色依稀满建章。金井梧桐霜叶尽，自随流水出宫墙。,4
NanBei,萧诠,赋得往往孤山映诗,青山照落晖，映远望连飞。仙峰看玉笥，关路视金微。鼓吹声疑尽，香炉烟觉稀。共君临水别，劳此送将归。,1
WeiJin,张载,述怀诗,跋涉山川，千里告辞。杨子哭岐，墨氏感丝。云乖雨绝，心乎怆而。,0
WeiJin,卢谌,答刘琨诗 其一,随宝产汉滨，摛此夜光真。不待卞和显，自为命世珍。,0
Song,王度,其四,樵斧和云斫，渔蓑带雪披。,3
Tang,僧玄奘,题半偈舍身山（在西天）,忽闻八字超诗境，不借丹躯舍此山。偈句篇留方石上，乐音时奏半空间。,2
Yuan,叶兰,奉次镏廷翰太守灯夕韵,溶溶月色下楼台，小玉蹁跹逐队来。灯影高烧珠树合，歌声轻遏彩云回。朱门列第从人玩，金钥重关是处开。太守行欢情烂漫，麾幢夜拥宴蓬莱。,4
Yuan,吴西逸,梧叶儿,韶华过，春色休。红瘦绿阴稠。花凝恨，柳带愁。泛兰舟。明日寻芳载酒。,4
Qing,方正澍,镇海楼次亦云韵,危阑独倚动愁颜，突兀高楼霄汉间。急水与天争入海，乱云随日共沈山。未知婚嫁何时毕，安得帆樯自此还。烟树怜人频望远，一丛东北隐乡关。,6
Song,元居中,风水洞,二洞标奇石，连岩葺宇新。凉生清桂晓，暖涨碧桃春。闲拥东方骑，来寻北陇人。破云拖蜡屐，琢句写霜筠。谭剧频飞屑，歌长益落尘。为探琼巘胜，不记玉觞巡。下客惭长颖，高筵饮德醇。追随到峰顶，疑化九霄身。,3
Qing,于荫霖,其二,徐徐清风襟，皎皎明月烛。羡君修晨昏，萱堂延百福。我登高贤庭，滫瀡闻香馥。无官孰羁身，有书足饱腹。此乐傲三公，可以怡幽独。时来听足音，开径延修竹。,6
Tang,王仁裕,过平戎谷吊胡翙①,立马荒郊满目愁，伊人何罪死林丘。风号古木悲长在，雨湿寒莎泪暗流。莫道文章为众嫉，只应轻薄是身雠。不缘魂寄孤山下，此地堪名鹦鹉洲。,2
Song,毛直方,其四,黄旗纲运牛马走，皂衣追呼鸡狗喧。深傍芦花摇橹去，遥望渔人是水仙。,3
Yuan,李寿卿,混江龙,俺也曾西除东荡。把功劳立下几桩桩。生博的标名画阁常只是舍命沙场。错认他一片尘飞驱战马。那知道三通鼓响报升堂。俺本是个掌三军的帅首。今做了抚百姓的循良。兴学校。劝农桑。清案牍。恤流亡。宽税歛。聚糇粮。也非是我为臣子好出众人先。则待要佐君王稳坐在诸侯上。长享着万邦玉帛。永保着千里金汤。,4
Yuan,吴云,题周伯宁江山送别图,江山天共远，无限别离情。人去长亭在，空余落雁声。,4
WeiJin,周处,围棋赋,命班尔之妙手，制朝阳之柔木。取坤象于四方，位将军乎五岳。然后画路表界，玄质朱文。曲直有正，方而不圆。算涂授卒，三百惟群。任巧于无主，譬采菽乎中原。于是摅妙思，奋玄筹。玩服色，尚骍驹。旅进旅退，二骑迭驱。翻翻马合，落落星敷。各啸歌以发愤，运变化以相符。乍似戏鹤之干霓，入类狡兔之绕丘。散象乘虚之飞电，聚类绝贯之积珠。然后枕以大罗，缮以城郭。缀以悬险，经以绝落。眇望翼舒，翱翔容弈。弯掌南指，情实西射。扬尘奄迹，虽动详悉。或临局寂然，惟棋是陈。静昧无声，潜来若神。抑舒之役，成子之贤也。或声手俱发，喧哗操扰。色类不定，次措无已。再衰三竭，锐气已朽。登轼望辙，其乱可取也。尔乃心斗奔竞，势使挥谦。携手诋欺，朱颜妒嫌。然局不弘席，子不盈卷。秉二仪之极椰握众巧之至权。若八卦之初兆，遂消息乎天文。屈则尺蠖，舒则龙翻。崔嵬云起，巃嵷浪传。崟岑山结，沓如雾分。静若清夜之列宿，动若流彗之互奔。殿未结而算了，隶首不得窥其门。扃覆乱而不惑，斫桑不足识其源。或设死而称枉，皋陶不能治其怨。或巧逸以乐胥，后夔不足以之赞。我云「势貌多以，孰能究传？远来近取，予一以贯」。,0
WeiJin,陈玢,石榴赋,惟木之珍，莫美石榴。擢鲜葩于青春，结芳实于素秋。,0
Qing,仇昌祚,访山居者,不识山阴路，沙明引到门。春来分菊友，雨过长篁孙。卜筑人间远，开樽古道存。红尘殊扰扰，一为憩桃源。,6
WeiJin,庾阐,虞舜像赞,玄像焜耀，万物含灵。飞龙在天，阳德文明。神道虽寂，务由机生。拥琴高咏，寄和五声。玄风既畅，妙尽无名。民鉴其朗，孰测窈冥。,0
Song,孔舜亮,手植桧,圣人嘉异种，移对诵弦堂。双本无今古，千年任雪霜。右旋符地顺，左纽象乾纲。影覆诗书府，根盘礼义乡。盛同文不朽，高与道相当。洙泗滋荣茂，龟蒙借郁苍。毓灵全木帝，钟秀极勾芒。气爽群居席，烟凝数仞墙。阴连槐市绿，子落杏坛香。布露周千尺，腾凌上百常。傍欺泮林小，远笑峄桐黄。屹若擎天柱，森如出日桑。风中雕虎啸，云际老龙骧。直欲惊魑魅，端疑待凤凰。鳞差阙巩甲，干错羽林枪。大节忠臣概，坚心志士方。鲁宫侵不得，秦火纵何伤。宣子休誇树，姬人漫爱堂。松卑虚视爵，花贱柱封王。谁念真儒迹，何当议宠章。,3
Song,王志道,六月八日夜步西湖即事,步绕西湖路，荷盘送晚香。归舟初袅缆，斜月已侵廊。水外钟声杳，风前曲韵长。剨然思远举，逸兴渺难量。,3
NanBei,沈后,答后主附,谁言不相忆，见罢倒成羞。情知不肯住，教遣若为留。,1
Ming,叶聪,吕梁洪,西风将客棹，飞度吕梁洪。地迥云垂野，天低雪满篷。山从丰沛下，水向泗淮通。疏凿诚非易，怀哉大禹功。,5
